name,address,city,state,zip,phone,county,website,size,units,source
Camelot Village Inc,9950 State Route 43,Streetsboro,OH,44241,(330) 626-2814,Portage,,LARGE (>100),,HIFLD Open Data
Lakeside Terrace,618 State Route 303,Streetsboro,OH,44241,(877) 626-5310,Portage,,MEDIUM (51-100),,HIFLD Open Data
Arrowhead Park,2170 South Berkey Southern Rd,Swanton,OH,43558,(419) 821-2706,Lucas,,MEDIUM (51-100),,HIFLD Open Data
Chateau Estates Mobile Home,10430 Airport Highway,Swanton,OH,43558,(419) 865-2879,Lucas,,MEDIUM (51-100),,HIFLD Open Data
Centennial Manor,3230 Centennial Road #1,Sylvania,OH,43560,(419) 841-3359,Lucas,,MEDIUM (51-100),,HIFLD Open Data
Gaslight Village Mobile Home,140 South Thomas Road,Tallmadge,OH,44278,(330) 633-0229,Summit,,SMALL (<50),,HIFLD Open Data
Gorby'S Trailer Park,4 Beech Road,The Plains,OH,45780,(740) 797-4085,Athens,,SMALL (<50),,HIFLD Open Data
Green Acres Trailer Park,4 Beech Road,The Plains,OH,45780,(740) 797-4887,Athens,,SMALL (<50),,HIFLD Open Data
Rustic Pines Mhp,17748 Rock Creek Road,Thompson,OH,44086,(440) 298-3462,Geauga,,MEDIUM (51-100),,HIFLD Open Data
Keller'S Mhp,8140 Elm,Thurston,OH,43157,(740) 862-4421,Fairfield,,SMALL (<50),,HIFLD Open Data
Highland Park Estates Mobile,686 South Sandusky Street,Tiffin,OH,44883,(419) 447-9033,Seneca,,MEDIUM (51-100),,HIFLD Open Data
South Ridge Park & Sales,1548 South State Route 53,Tiffin,OH,44883,(419) 447-1643,Seneca,,SMALL (<50),,HIFLD Open Data
A & R Reck Mhp,4220 Us Route 40,Tipp City,OH,45371,(937) 667-5995,Miami,,SMALL (<50),,HIFLD Open Data
Bel Aire Mobile Court,2410 Nebraska Avenue,Toledo,OH,43607,(419) 531-2772,Lucas,,SMALL (<50),,HIFLD Open Data
Byrne Hill,3601 Hill Rd,Toledo,OH,43607,(866) 786-1242,Lucas,,MEDIUM (51-100),,HIFLD Open Data
Carriage Way Home Park,5722 Telegraph Road #4,Toledo,OH,43612,(419) 476-1521,Lucas,,SMALL (<50),,HIFLD Open Data
Coleman Village Inc,5383 Lewis Avenue #2,Toledo,OH,43612,(419) 476-1661,Lucas,,SMALL (<50),,HIFLD Open Data
Creekside Village,18 City Park Avenue,Toledo,OH,43609,(419) 241-5725,Lucas,,SMALL (<50),,HIFLD Open Data
East Lane Mobile Manor,550 East Florence Avenue,Toledo,OH,43605,(419) 693-6331,Wood,,SMALL (<50),,HIFLD Open Data
Meadowbrook Estates,340 South Reynolds Road,Toledo,OH,43615,(419) 536-8949,Lucas,,LARGE (>100),,HIFLD Open Data
Oak Grove Mhp,1839 North Mccord Road,Toledo,OH,43615,(419) 841-3211,Lucas,,SMALL (<50),,HIFLD Open Data
Raintree Village,950 East Alexis Road,Toledo,OH,43612,(419) 726-2824,Lucas,,LARGE (>100),,HIFLD Open Data
Reynolds Village Mobile Home,961 South Reynolds Road,Toledo,OH,43615,(419) 385-3793,Lucas,,MEDIUM (51-100),,HIFLD Open Data
Ridgewood Community,2510 Consaul Street,Toledo,OH,43605,(419) 691-7266,Lucas,,LARGE (>100),,HIFLD Open Data
Royal Village Mhp,7519 Dorr Street #234,Toledo,OH,43615,(419) 865-8162,Lucas,,MEDIUM (51-100),,HIFLD Open Data
Shamrock Mobile Home Village,1330 West Alexis Road,Toledo,OH,43612,(419) 476-3681,Lucas,,SMALL (<50),,HIFLD Open Data
St James Estates,6951 West Bancroft Street,Toledo,OH,43615,(419) 841-3158,Lucas,,SMALL (<50),,HIFLD Open Data
Sylvania Estates,7924 West Central Avenue,Toledo,OH,43617,(419) 841-3158,Lucas,,SMALL (<50),,HIFLD Open Data
Twinwall Village Mobile Home,2757 Tremainsville Road,Toledo,OH,43613,(419) 472-3986,Lucas,,SMALL (<50),,HIFLD Open Data
Westbrook Senior Village,715 S Holland- Sylvania Rd,Toledo,OH,43615,(866) 786-9648,Lucas,,SMALL (<50),,HIFLD Open Data
Westbrook Village,5702 Angola Rd,Toledo,OH,43615,(866) 786-9649,Lucas,,LARGE (>100),,HIFLD Open Data
Willowbrook Place,5001 South Avenue,Toledo,OH,43615,(866) 786-9654,Lucas,,SMALL (<50),,HIFLD Open Data
Dallas Mobile Home Court,1104 North 4Th Street,Toronto,OH,43964,(740) 537-1526,Jefferson,,SMALL (<50),,HIFLD Open Data
Laine Trailer Park,9 2Nd Street,Troy,OH,45373,(937) 339-2456,Miami,,SMALL (<50),,HIFLD Open Data
Avon Mhp,4199 Massillon Road #227,Uniontown,OH,44685,(330) 896-9084,Summit,,SMALL (<50),,HIFLD Open Data
Parkway Estates,1049 North Warpole Street,Upper Sandusky,OH,43351,(419) 294-3400,Wyandot,,SMALL (<50),,HIFLD Open Data
Harvest Square Mobile Home,5646 South Us Highway 68,Urbana,OH,43078,(937) 484-3403,Champaign,,MEDIUM (51-100),,HIFLD Open Data
Mckeever Mobile Home Sales,225 Logan Street,Urbana,OH,43078,(937) 653-7330,Champaign,,SMALL (<50),,HIFLD Open Data
Valley View Mhp,110 East Hickory Grove Road #17,Urbana,OH,43078,(937) 484-3424,Champaign,,SMALL (<50),,HIFLD Open Data
Harbourtown Mobile Home Community,6320 Poorman Road North,Vermilion,OH,44089,(440) 967-9382,Erie,,MEDIUM (51-100),,HIFLD Open Data
Shore Acres Mhp,West Lake Road,Vermilion,OH,44089,(440) 967-3679,Erie,,MEDIUM (51-100),,HIFLD Open Data
Edgewater Estates,7507 Wahl Road,Vickery,OH,43464,(419) 684-5355,Erie,,SMALL (<50),,HIFLD Open Data
Wadsworth Trailer Park & Sales,920 Broad Street,Wadsworth,OH,44281,(330) 334-4891,Medina,,SMALL (<50),,HIFLD Open Data
Firelands Manor Inc,5810 Us Highway 20,Wakeman,OH,44889,(440) 839-2597,Huron,,MEDIUM (51-100),,HIFLD Open Data
Riverview Mobile Lodge,5571 Us Highway 20,Wakeman,OH,44889,(440) 839-2151,Huron,,SMALL (<50),,HIFLD Open Data
Deluxe Mhp,30700 Drouillard Road,Walbridge,OH,43465,(419) 666-4820,Wood,,LARGE (>100),,HIFLD Open Data
Colonial Estates,504 Ruby Street,Wapakoneta,OH,45895,(419) 738-6320,Auglaize,,MEDIUM (51-100),,HIFLD Open Data
Lakeside Estates,15404 Wapak-Fisher Road,Wapakoneta,OH,45895,(937) 448-2808,Auglaize,,SMALL (<50),,HIFLD Open Data
Bluewater Manor,3260 Carson Salt Springs,Warren,OH,44481,(330) 824-3700,Trumbull,,SMALL (<50),,HIFLD Open Data
Brentwood Mobile Manor,4044 Evaline Street Southeast,Warren,OH,44484,(330) 369-3492,Trumbull,,LARGE (>100),,HIFLD Open Data
Imperial Mhp,3293 Ellsworth Bailey Road Southwest,Warren,OH,44481,(330) 824-2174,Trumbull,,SMALL (<50),,HIFLD Open Data
Villager Mhp,2808 Tod Avenue Southwest,Warren,OH,44485,(330) 399-7645,Trumbull,,SMALL (<50),,HIFLD Open Data
Westwood Lake Park,302 Edgewater Pines Drive Southwest,Warren,OH,44481,(330) 544-1825,Trumbull,,LARGE (>100),,HIFLD Open Data
Prairie Knolls Mhp,7055 Prairie Road Northwest,Washington Court House,OH,43160,(740) 426-6668,Fayette,,SMALL (<50),,HIFLD Open Data
Tower Mhp,678 Robinson Road Southeast,Washington Court House,OH,43160,(740) 335-9428,Fayette,,SMALL (<50),,HIFLD Open Data
Twin Acres Motel-Mhp,1025 Dayton Avenue Northwest,Washington Court House,OH,43160,(740) 335-6101,Fayette,,SMALL (<50),,HIFLD Open Data
Washington Manor Estates,1986 State Route 22 Northwest,Washington Court House,OH,43160,(740) 335-0061,Fayette,,SMALL (<50),,HIFLD Open Data
Twin Mills,178 Mill Run Rd,Waverly,OH,45690,(740) 912-9287,Pike,,MEDIUM (51-100),,HIFLD Open Data
Brookside Mhp,706 North Main Street,Wellington,OH,44090,(440) 647-1717,Lorain,,SMALL (<50),,HIFLD Open Data
Sunrise Mobile Home Court,1099 James Drive,Wellsville,OH,43968,(330) 532-2767,Columbiana,,SMALL (<50),,HIFLD Open Data
Gettysburg Estates,8600 Cincinnati Columbus Road,West Chester,OH,45069,(513) 777-1703,Butler,,MEDIUM (51-100),,HIFLD Open Data
Princeton Crossing,9130 Port Union-Rialto Road,West Chester,OH,45069,(513) 860-1333,Butler,,LARGE (>100),,HIFLD Open Data
Jefferson Lodge Mobile Home,1000 West Main Street,West Jefferson,OH,43162,(614) 879-9595,Madison,,SMALL (<50),,HIFLD Open Data
Oakwood Acres Inc,707 West Main Street,West Jefferson,OH,43162,(614) 879-9123,Madison,,SMALL (<50),,HIFLD Open Data
Pinebrook Estates,7515 West State Route 571,West Milton,OH,45383,(937) 448-2808,Miami,,SMALL (<50),,HIFLD Open Data
Lea Crest Estates Mobile Home,13360 North Elyria Road,West Salem,OH,44287,(419) 853-4042,Wayne,,LARGE (>100),,HIFLD Open Data
Westerville Estates,11050 Fancher Road,Westerville,OH,43082,(614) 855-9169,Delaware,,LARGE (>100),,HIFLD Open Data
Lawndale Mobile Plaza,13590 Center Street,Weston,OH,43569,(419) 669-2447,Wood,,LARGE (>100),,HIFLD Open Data
Crestview Mhp,486 Hammerstein Road #250,Wheelersburg,OH,45694,(740) 574-5016,Scioto,,MEDIUM (51-100),,HIFLD Open Data
Johnson'S Mhp,30335 Euclid Avenue,Wickliffe,OH,44092,(440) 943-0170,Lake,,SMALL (<50),,HIFLD Open Data
Coble Village Mhp,2948 Neal Zick Road,Willard,OH,44890,(419) 935-0891,Huron,,SMALL (<50),,HIFLD Open Data
Willard Mhp,3265 Neal Zick Road,Willard,OH,44890,(419) 935-3208,Huron,,SMALL (<50),,HIFLD Open Data
Chagrin Park Company,35755 Lake Shore Boulevard #203,Willoughby,OH,44095,(440) 946-1014,Lake,,SMALL (<50),,HIFLD Open Data
Eagle Mobile Homes Park,8355 Eagle Road,Willoughby,OH,44094,(440) 256-8838,Lake,,SMALL (<50),,HIFLD Open Data
Kirtland Mhp,9735 Chillicothe Road,Willoughby,OH,44094,(440) 256-8292,Lake,,SMALL (<50),,HIFLD Open Data
Mentor Green Mobile Estates,7166 Mentor Avenue,Willoughby,OH,44094,(440) 951-3552,Lake,,SMALL (<50),,HIFLD Open Data
Town & Country Mhp,250 North Nelson Avenue,Wilmington,OH,45177,(937) 382-8861,Clinton,,SMALL (<50),,HIFLD Open Data
White'S Mhp,2076 South Us Highway 68,Wilmington,OH,45177,(937) 382-0765,Clinton,,SMALL (<50),,HIFLD Open Data
Pinewood Village,1136 North Detroit Street,Xenia,OH,45385,(937) 372-1577,Greene,,SMALL (<50),,HIFLD Open Data
Chateau Estates Mhp,2200 South River Road,Zanesville,OH,43701,(740) 453-2850,Muskingum,,SMALL (<50),,HIFLD Open Data
Colonial Hills,3000 Moxadarla Drive,Zanesville,OH,43701,(740) 453-8013,Muskingum,,SMALL (<50),,HIFLD Open Data
Colonial Place,3250 Maysville Pike,Zanesville,OH,43701,(740) 453-8013,Muskingum,,SMALL (<50),,HIFLD Open Data
Greenlawn Mobile Home Sales,2239 East Pike,Zanesville,OH,43701,(740) 453-0358,Muskingum,,MEDIUM (51-100),,HIFLD Open Data
Maysville Mhp,3444 Moxahala Park Road,Zanesville,OH,43701,(740) 453-4850,Muskingum,,SMALL (<50),,HIFLD Open Data
Sunset Acres Mobile Home Community,410 East Water Street,Akron,IN,46910,(574) 376-5231,Fulton,,SMALL (<50),23,HIFLD Open Data
A - Mobile Home Park,715 North Plum Street,Albany,IN,47320,(765) 730-2941,Delaware,,SMALL (<50),40,HIFLD Open Data
7Th Street Park,411 South 7Th Street,Albion,IN,46701,(219) 636-3663,Noble,,SMALL (<50),,HIFLD Open Data
Cloverleaf Estates,315 Railroad Street,Albion,IN,46701,(260) 927-3167,Noble,,SMALL (<50),27,HIFLD Open Data
Orchard Ridge Mobile Estates,304 Woods Drive,Albion,IN,46701,(219) 636-3255,Noble,,SMALL (<50),,HIFLD Open Data
Shady Haven Resort,3100 West Baseline Road,Albion,IN,46701,(248) 681-7874,Noble,,MEDIUM (51-100),62,HIFLD Open Data
The Lake House Mobile Home Park,3051 East Sr 8,Albion,IN,46701,(260) 637-9708,Noble,,SMALL (<50),11,HIFLD Open Data
Alexandria Mobile Home Park,1411 North Park Avenue,Alexandria,IN,46001,(317) 724-7023,Madison,,MEDIUM (51-100),75,HIFLD Open Data
Midway Mobile Home Park,4332 West 1100 North,Alexandria,IN,46001,(317) 754-7737,Madison,,SMALL (<50),17,HIFLD Open Data
Modern Mobile Home Court,1305 S Park Avenue,Alexandria,IN,46001,(317) 724-2059,Madison,,MEDIUM (51-100),82,HIFLD Open Data
Bubbling Springs Mobile Home,757 North 500 East,Anderson,IN,46017,(765) 378-7430,Madison,,SMALL (<50),,HIFLD Open Data
Deerfield Run,2986 East Deerfield Run Blvd,Anderson,IN,46017,(866) 786-2530,Madison,,LARGE (>100),,HIFLD Open Data
Edgewood Mobile Home Park,1810 West 53Rd Street,Anderson,IN,46013,(317) 441-0092,Madison,,MEDIUM (51-100),55,HIFLD Open Data
Hi-Way,1625 W 53Rd Street,Anderson,IN,46013,(765) 642-5953,Madison,,SMALL (<50),36,HIFLD Open Data
Hollywood Estates,144 Hollywood Boulevard,Anderson,IN,46016,(765) 649-7191,Madison,,LARGE (>100),,HIFLD Open Data
Mounds Mhp,2721 Mounds Road,Anderson,IN,46016,(765) 642-5939,Madison,,SMALL (<50),,HIFLD Open Data
Northwoods Mobile Home Court,2913 North Scatterfield Road,Anderson,IN,46012,(765) 724-2059,Madison,,SMALL (<50),48,HIFLD Open Data
Redbud Estates,1800 West 38Th Street,Anderson,IN,46013,(765) 644-4479,Madison,,LARGE (>100),,HIFLD Open Data
Shady Rest,325 East Cross Street,Anderson,IN,46012,(765) 617-8416,Madison,,SMALL (<50),30,HIFLD Open Data
Southgate Village,328 West 53Rd Street,Anderson,IN,46013,(765) 641-7018,Madison,,MEDIUM (51-100),,HIFLD Open Data
Willow Inn Mhp,235 West Willow Street,Anderson,IN,46012,(765) 644-9981,Madison,,SMALL (<50),,HIFLD Open Data
Antioch Mobile Home Park,200 Wabash Avenue,Andrews,IN,46702,(260) 786-3436,Huntington,,SMALL (<50),23,HIFLD Open Data
Vernon Manor Mobile Home Court,312 Vernon Manor,Andrews,IN,46702,(219) 786-3436,Huntington,,SMALL (<50),,HIFLD Open Data
Cleveland Homes,2380 North 200 West,Angola,IN,46703,(260) 833-2878,Steuben,,SMALL (<50),,HIFLD Open Data
Coachlight Mobile Home Community,2360 West Orland Road,Angola,IN,46703,(260) 833-2731,Steuben,,SMALL (<50),,HIFLD Open Data
Golden Acres Mobile Home Park,993 East 300 North,Angola,IN,46703,(260) 495-0405,Steuben,,SMALL (<50),40,HIFLD Open Data
Golden Cove Trailer Park,3865 N Bayview Road,Angola,IN,46703,(260) 437-5913,Steuben,,SMALL (<50),9,HIFLD Open Data
Jimmerson Shores Cooperative,5110 North 450 West,Angola,IN,46703,(260) 414-0915,Steuben,,MEDIUM (51-100),121,HIFLD Open Data
Ju Le An Mobile Home Community,1205 West Mill Street,Angola,IN,46703,(260) 402-2536,Steuben,,MEDIUM (51-100),41,HIFLD Open Data
Lake James Trailer Park,3995 North 300 West,Angola,IN,46703,(260) 833-2240,Steuben,,SMALL (<50),14,HIFLD Open Data
Oak Street Mobile Home Park,315 Oak Street,Angola,IN,46703,(260) 687-8049,Steuben,,SMALL (<50),16,HIFLD Open Data
Or An Mobile Home Park,3355 South Old Us Highway 27,Angola,IN,46703,(260) 837-6961,Steuben,,SMALL (<50),31,HIFLD Open Data
Silver Lake Mhp,4305 West Us Highway 20,Angola,IN,46703,(260) 665-3783,Steuben,,SMALL (<50),,HIFLD Open Data
Sandy Hill Mobile Home Park,3975 West Shady Side Road,Angola In,IN,46703,(260) 925-1716,Steuben,,SMALL (<50),22,HIFLD Open Data
Ashley Villa,301 South Garrison Street,Ashley,IN,46705,(260) 833-2878,Dekalb,,SMALL (<50),22,HIFLD Open Data
Atlanta Mhp,600 S Indiana Street,Atlanta,IN,46031,(317) 442-1313,Hamilton,,SMALL (<50),25,HIFLD Open Data
Jack Booth Mhp,1403 South Perry Street,Attica,IN,47918,(765) 764-4626,Fountain,,MEDIUM (51-100),,HIFLD Open Data
Auburn Mobile Home Park,2100 Wayne Street,Auburn,IN,46706,(260) 925-5076,Dekalb,,MEDIUM (51-100),56,HIFLD Open Data
West Edge Park,1112 West 7Th Street,Auburn,IN,46706,(219) 925-4414,Dekalb,,LARGE (>100),,HIFLD Open Data
Denridge Mobile Home Park,9985 Cole Lane,Aurora,IN,47001,(812) 926-1711,Dearborn,,SMALL (<50),41,HIFLD Open Data
North Hogan Mhp,11600 North Hogan Road,Aurora,IN,47001,(812) 438-3651,Dearborn,,SMALL (<50),,HIFLD Open Data
Pine Run Mobile Home Park,8960 Us 50,Aurora,IN,47001,(513) 265-8460,Dearborn,,SMALL (<50),25,HIFLD Open Data
Shady Lane Mobile Home Park,7399 Us 50,Aurora,IN,47001,(812) 438-4491,Dearborn,,SMALL (<50),23,HIFLD Open Data
Campbells Mhp,917 West York Road,Austin,IN,47102,(812) 794-3835,Scott,,MEDIUM (51-100),,HIFLD Open Data
Cedar Brook Park,1301 West York Road,Austin,IN,47102,(812) 794-0061,Scott,,MEDIUM (51-100),,HIFLD Open Data
Avilla Mobile Home Park,"900 Autumn Hills Drive, Lot 5A",Avilla,IN,46710,(260) 349-7800,Noble,,LARGE (>100),128,HIFLD Open Data
Fourth Street Mobile Home Park,636 S Main Street,Avilla,IN,46710,(260) 668-5467,Noble,,SMALL (<50),15,HIFLD Open Data
Avon Village Mobile Home Park,235 Avon Village Drive,Avon,IN,46123,(317) 271-0795,Hendricks,,MEDIUM (51-100),87,HIFLD Open Data
South Acre Trailer Park,1 West Old South Street,Bargersville,IN,46106,(317) 422-8072,Johnson,,SMALL (<50),14,HIFLD Open Data
Collins Trailer Court,1724-25Th Street,Bedford,IN,47421,(812) 275-2775,Lawrence,,SMALL (<50),30,HIFLD Open Data
Pride Estates Manufactured Home Community,4650 Sandpit Road,Bedford,IN,47421,(812) 583-5903,Lawrence,,MEDIUM (51-100),90,HIFLD Open Data
Briarwood Mobile Home Park,385 Jackson Street,Berne,IN,46711,(260) 517-9190,Adams,,MEDIUM (51-100),59,HIFLD Open Data
Eastview Properties,65 Nancy Avenue,Bloomfield,IN,47424,(812) 384-9697,Greene,,SMALL (<50),65,HIFLD Open Data
Arlington Valley Mhc,1600 North Willis Drive,Bloomington,IN,47404,(812) 339-5392,Monroe,,LARGE (>100),278,HIFLD Open Data
Arlington Valley Mobile Park,1600 North Willis Drive,Bloomington,IN,47404,(812) 339-5392,Monroe,,LARGE (>100),,HIFLD Open Data
Campbell'S Mhp,1930 South Curry Pike,Bloomington,IN,47403,(812) 339-0318,Monroe,,SMALL (<50),,HIFLD Open Data
City Scapes Estate,3210 Tapp Road,Bloomington,IN,47403,(812) 327-3584,Monroe,,SMALL (<50),50,HIFLD Open Data
Country Club Terrace Mobile Home,3225 South Rogers Street,Bloomington,IN,47403,(812) 332-8573,Monroe,,SMALL (<50),,HIFLD Open Data
Full Moon Farm,6000 W Sr 45,Bloomington,IN,47403,(812) 825-7266,Monroe,,SMALL (<50),10,HIFLD Open Data
Garden Hill Mhp,4111 West Vernal Pike,Bloomington,IN,47404,(812) 336-8004,Monroe,,LARGE (>100),,HIFLD Open Data
Heatherwood Park,3650 South Leonard Springs Road,Bloomington,IN,47403,(812) 825-7441,Monroe,,LARGE (>100),,HIFLD Open Data
Latimer Mobile Home Park,2710 North Hartstrait Road,Bloomington,IN,47404,(812) 278-4010,Monroe,,SMALL (<50),9,HIFLD Open Data
Longview Mobile Park,2215 West 3Rd Street,Bloomington,IN,47404,(812) 332-8221,Monroe,,MEDIUM (51-100),,HIFLD Open Data
Mackenzie Park,2005 South Rogers Street,Bloomington,IN,47403,(812) 339-7491,Monroe,,SMALL (<50),,HIFLD Open Data
Maple Court,750 South Walker Street,Bloomington,IN,47403,(812) 336-0226,Monroe,,MEDIUM (51-100),,HIFLD Open Data
Nicholson Mobile Home Court,2304 South Rogers Street,Bloomington,IN,47403,(812) 336-5971,Monroe,,MEDIUM (51-100),,HIFLD Open Data
R And R Mobile Home Park,415 N Kimble Drive,Bloomington,IN,47404,(812) 323-0974,Monroe,,SMALL (<50),5,HIFLD Open Data
Shady Acres,708 S Cory Lane,Bloomington,IN,47403,(812) 322-3656,Monroe,,MEDIUM (51-100),93,HIFLD Open Data
Southcrest Mobile Home Manor,315 West Gordon Pike,Bloomington,IN,47403,(812) 824-9330,Monroe,,LARGE (>100),,HIFLD Open Data
Key West Mobile Home Park,1211 West Lancaster Street,Bluffton,IN,46714,(260) 824-8611,Wells,,SMALL (<50),38,HIFLD Open Data
Mobile Manor Home Court,403 Eastmoor Drive,Bluffton,IN,46714,(219) 824-3874,Wells,,LARGE (>100),,HIFLD Open Data
Pines Mobile Home Park,602 Beth Ave And Jefferson St,Bluffton,IN,46791,(260) 227-2736,Wells,,SMALL (<50),25,HIFLD Open Data
Pines Senior Park,510 Beth Avenue,Bluffton,IN,46714,(260) 827-0802,Wells,,SMALL (<50),6,HIFLD Open Data
Julian'S Mobile Court,111 North Charlton Avenue,Boonville,IN,47601,(812) 453-9586,Warrick,,MEDIUM (51-100),63,HIFLD Open Data
Urban Village Mhp,398 Lark Lane,Boonville,IN,47601,(812) 897-2818,Warrick,,LARGE (>100),,HIFLD Open Data
Maplewood Mobile Home Park,324 W Main St,Borden,IN,47106,(812) 883-6644,Clark,,SMALL (<50),16,HIFLD Open Data
Northview Country Estates,3805 West Sr 340,Brazil,IN,47834,(812) 605-0945,Clay,,SMALL (<50),25,HIFLD Open Data
Weldy'S Mobile Home Park,903 North Center St,Bremen,IN,46506,(574) 546-2008,Marshall,,SMALL (<50),12,HIFLD Open Data
Bristol Mobile Village,53586 County Road 27 #1,Bristol,IN,46507,(219) 848-7811,Elkhart,,MEDIUM (51-100),,HIFLD Open Data
Collins/Bristol Trailer Park,307 S Washington Street,Bristol,IN,46507,(574) 294-2561,Elkhart,,SMALL (<50),8,HIFLD Open Data
Timberbrook Mhp,54686 County Road 19,Bristol,IN,46507,(866) 786-8131,Elkhart,,LARGE (>100),,HIFLD Open Data
Johnsons Mobile Home Park,527 South Washington Street,Brook,IN,46161,(317) 498-1452,Shelby,,SMALL (<50),18,HIFLD Open Data
Meado-Vu,504 E 2Nd Street,Brookston,IN,47923,(765) 563-6701,White,,SMALL (<50),22,HIFLD Open Data
Peters Mobile Home Park,409 West Fowler Road,Brookston,IN,47923,(765) 563-6937,White,,SMALL (<50),13,HIFLD Open Data
Tippecanoe Mobile Home Estates,12125 West Horseshoe Bend Road,Brookston,IN,47923,(765) 426-0243,Carroll,,SMALL (<50),14,HIFLD Open Data
Johnsons Mobile Home Park,11165 Us 52,Brookville,IN,47012,(765) 647-1724,Franklin,,SMALL (<50),42,HIFLD Open Data
Neam Properties Trailer Court,513 High Street,Brookville,IN,47012,(513) 403-0517,Franklin,,SMALL (<50),11,HIFLD Open Data
Oakhurst Mhp,3950 North County Road 1000 East,Brownsburg,IN,46112,(317) 852-4719,Hendricks,,MEDIUM (51-100),,HIFLD Open Data
Hillview Mobile Home Court,420 South Asher Street,Brownstown,IN,47220,(812) 358-3425,Jackson,,LARGE (>100),,HIFLD Open Data
Parkside,333 N Bolles Street,Brownstown,IN,47220,(812) 358-4155,Jackson,,SMALL (<50),12,HIFLD Open Data
Walnut Hill Mobile Home Park,171 East Third Street,Bunker Hill,IN,46914,(765) 457-3444,Miami,,SMALL (<50),25,HIFLD Open Data
Shadyside Mobile Home Court,1260 Oakleaf Lane,Burns Harbor,IN,46304,(219) 787-9292,Porter,,MEDIUM (51-100),,HIFLD Open Data
South Shore,1074 Lakeside Ave,Butler,IN,46721,(260) 347-5186,Dekalb,,SMALL (<50),29,HIFLD Open Data
Willow Street Manor,108 East Willow Street,Butler,IN,46721,(260) 925-1716,Dekalb,,SMALL (<50),8,HIFLD Open Data
Cloverleaf,5741 Cr 325 N,Butlerville,IN,47223,(812) 346-5431,Jennings,,SMALL (<50),9,HIFLD Open Data
Cumberworth Mhp,4715 East County Road 80 North,Butlerville,IN,47223,(812) 873-6149,Jennings,,SMALL (<50),,HIFLD Open Data
Len Del Mobile Home Park,12522 West Us 40,Cambridge City,IN,47327,(765) 914-8412,Wayne,,SMALL (<50),45,HIFLD Open Data
The Pines Mobile Home Park,957 Wise Road,Cambridge City,IN,47327,(765) 478-3870,Wayne,,SMALL (<50),20,HIFLD Open Data
Terrace Mobile Home Park,6879 East Hadley Rd,Camby,IN,46113,(317) 371-6229,Morgan,,MEDIUM (51-100),74,HIFLD Open Data
Snyder Trailer Court,121 Taylor Street,Cannelton,IN,47520,(812) 547-4443,Perry,,SMALL (<50),15,HIFLD Open Data
Oneal Mobile Home Park,9494 West 1100 North,Carthage,IN,46115,(317) 498-3950,Rush,,SMALL (<50),11,HIFLD Open Data
Cedar Lake Mhc,9001 W 133Rd Place,Cedar Lake,IN,46303,(219) 742-8505,Lake,,MEDIUM (51-100),70,HIFLD Open Data
Woodview Mobile Home Park,9790 West Us 40 West,Centerville,IN,47330,(765) 962-0221,Wayne,,SMALL (<50),44,HIFLD Open Data
Chandler Court,6644 Gardner Road,Chandler,IN,47610,(812) 573-8284,Warrick,,SMALL (<50),10,HIFLD Open Data
Summitview Pointe,831 Berkshire Avenue,Chandler,IN,47610,(812) 925-3355,Warrick,,MEDIUM (51-100),96,HIFLD Open Data
Monroe Meadows,1405 Rosewood Drive,Charlestown,IN,47111,(812) 256-6880,Clark,,SMALL (<50),26,HIFLD Open Data
Royal Oaks,4801 N County Road 67,Chesterfield,IN,46017,(765) 378-5967,Madison,,LARGE (>100),251,HIFLD Open Data
Burns Harbor Estates,1 Canterbury Circle,Chesterton,IN,46304,(219) 926-5867,Porter,,LARGE (>100),,HIFLD Open Data
Holiday Mobile Home Park,107 Mccoy Drive,Churubusco,IN,46723,(260) 483-3248,Whitley,,SMALL (<50),30,HIFLD Open Data
Timberland Estates,6925 East 575 North,Churubusco,IN,46723,(260) 715-2888,Whitley,,SMALL (<50),20,HIFLD Open Data
Hill Crest Mobile Home Park,9626 White Street,Clarks Hill,IN,47930,(765) 523-3442,Tippecanoe,,SMALL (<50),15,HIFLD Open Data
Add-More Mhp,2412 Addmore Lane #83,Clarksville,IN,47129,(812) 283-3075,Clark,,LARGE (>100),,HIFLD Open Data
Silver Lakes Mobile Home,5935 Highway 31 East,Clarksville,IN,47129,(812) 282-6667,Clark,,LARGE (>100),,HIFLD Open Data
Wellington Green Estates,1350 Progress Way,Clarksville,IN,47129,(812) 288-6095,Clark,,LARGE (>100),,HIFLD Open Data
Southside Mobile Home Park,314 E 14Th Street,Clay City,IN,47841,(812) 201-8447,Clay,,SMALL (<50),10,HIFLD Open Data
Claypool Mobile Home Park,101 Warner Drive,Claypool,IN,46510,(474) 551-4827,Kosciusko,,SMALL (<50),12,HIFLD Open Data
Sti-Bel Mobile Home Park,2185 West Us Hwy 40,Clayton,IN,46118,(812) 829-7981,Hendricks,,SMALL (<50),18,HIFLD Open Data
Sycamore Mobile Home Park,14981 S Willow Grove Ave,Clinton,IN,47842,(812) 201-8480,Vermillion,,SMALL (<50),,HIFLD Open Data
Center St. Mobile Home Park,227 Center Street West,College Corner,IN,47003,(765) 647-6123,Union,,SMALL (<50),17,HIFLD Open Data
Country Square Estates,885 W Business 30,Columbia City,IN,46725,(574) 551-1490,Whitley,,SMALL (<50),20,HIFLD Open Data
